Processed_Text,Raw_Text,Label
six seven nine lol,S i x   s e v e n   n i n e   . . . . .   L o l   ! ! ! ! !,0.5
yeah also 485 like every deepak,"Y e a h   a l s o   4 . 8 5   ,   j u s t   l i k e   e v e r y   o t h e r   D e e p a k",1
correction 1679,c o r r e c t i o n :   1 . 6 7 9,0
think maybethat people would make new year 's resolution post proper entry/exit number,"I   t h o u g h t ,   j u s t   m a y b e , t h a t   p e o p l e   w o u l d   m a k e   i t   a   N e w   Y e a r ' s   r e s o l u t i o n   t o   p o s t   a   p r o p e r   e n t r y / e x i t   w i t h   n u m b e r s !   V e r y   f e w   d o .",0.5
crazy… next 4-108zzx,C r a z y …   n e x t   4 . -1 0 8 z z x,1
buy,I   j u s t   b o u g h t  ,1
cover 0-15 need see stabilize short,c o v e r e d   a t   0 -1 5 .   N e e d   t o   s e e   i t   s t a b i l i z e   b e f o r e   s h o r t i n g   a g a i n,0
crude sell 5816-40 small stoploss,c r u d e   s e l l   5 8 1 6 - 4 0   s m a l l   s t o p l o s s  ,0.5
candle look oktry long herewith stop,c a n d l e s   l o o k   o k . . . t r y   a   l o n g   h e r e . . . w i t h   a   s t o p,1
short 4-10 4008,O u t   o f   s h o r t s   f r o m   4 . -1 0   t o   4 . 0 0 8 .  ,0
nice,N i c e !,0.5
buy full margin,O n l y   b u y   f u l l   m a r g i n,0.5
rebound evening tomorrow go back sell,r e b o u n d   i n   t h e   e v e n i n g   o r   t o m o r r o w   a n d   a f t e r   I   g o   b a c k   t o   s e l l i n g,1
gap close ; - ),G a p   i s   n o t   c l o s e d   ; - ),0.5
yes,Y e s,0.5
get short beautiful day,I   g e t   o u t   o f   m y   s h o r t s   b e a u t i f u l   d a y,0.5
morning & quot ; full margin long & quot ; people vanish every 9am like cinderella,w h e r e   a r e   t h o s e   m o r n i n g   & q u o t ; f u l l   m a r g i n   l o n g & q u o t ;   p e o p l e ?   d o   t h e y   j u s t   v a n i s h   e v e r y   9 a m   l i k e   C i n d e r e l l a ?,0
crazy go long weekend book open like buy dips…,C r a z y . .   w h o   w e n t   l o n g   o v e r   w e e k e n d   b o o k e d   a t   o p e n   l i k e   m e   . .   n o w   a g a i n   b u y i n g   t h e   d i p s …  ,1
fabrice daytrader whole group people go 9am sky limit 9am support support like get trade buy volume way high sell volume shilling,"F a b r i c e   D a y t r a d e r   t h e   w h o l e   g r o u p   o f   p e o p l e   a r e   g o n e .   b e f o r e   9 a m ,   s k y   i s   t h e   l i m i t .   a f t e r   9 a m ,   n o   s u p p o r t   i s   s u p p o r t .   a n d   i t   i s   n o t   l i k e   t h e y   a l l   g o t   o u t   o f   t h e i r   t r a d e s .   b u y   v o l u m e   i s   w a y   h i g h e r   t h a n   s e l l   v o l u m e   w h e n   t h e y   a r e   s h i l l i n g",0
lol,l o l,0.5
want see break 191 speed,I   w a n t   t o   s e e   i t   b r e a k   1 . 9 1   w i t h   s o m e   s p e e d .,1
exited thank natty good start week gla,"E x i t e d ,   t h a n k   y o u   N a t t y ,   g o o d   s t a r t   t o   t h e   w e e k .   G L A !",0.5
go 94,I t   i s   g o i n g   . 9 4   ?   O r   d o n e   ?,0
https//s1amazonawscom/tradingview/snapshots/u/uawn7y7gpng,h t t p s : / / s 1 . a m a z o n a w s . c o m / t r a d i n g v i e w / s n a p s h o t s / u / u a W N 7 y 7 g . p n g,0.5
long,l o n g e d   h e r e,1
199-1,a t   1 9 9 -1,1
nice volume,N i c e   v o l u m e,0.5
tisla hang bro sake little guy follow blow shame stop call give rest,"T i s l a ,   h a n g   i t   u p   b r o ,   i f   f o r   o n l y   t h e   s a k e   o f   a l l   t h e   l i t t l e   g u y s   t h a t   f o l l o w   y o u   a n d   h a v e   b l o w n   o u t ,   h a v e   s o m e   s h a m e .   S t o p   c a l l i n g ,   g i v e   i t   a   r e s t .  ",0.5
'm eat brain 🧠 bread 🍞 cheese 🧀,I ' m   e a t i n g   m y   b r a i n   🧠   b r e a d   🍞   a n d   c h e e s e   🧀,0.5
falling bit fastwait dagger stick couple time,F a l l i n g   a   b i t   t o o   f a s t . . . . w a i t   f o r   d a g g e r   t o   s t i c k   a   c o u p l e   o f   t i m e s .,0.5
sparkle whole new wave seller,T h i s   s h o u l d   s p a r k l e   w h o l e   n e w   w a v e   o f   s e l l e r s,0
hit hit hit 4000,h i t   h i t   h i t   4 . 0 0 0  ,1
crazy call 10,a m   I   c r a z y   t o   c a l l   f o r   1 . 0 ?,0
time frame,W h a t   t i m e   f r a m e ?,0.5
difficult say possible within 0 week especially ukraine issue resolve weather major driver anymore storage enough even winter hit hard next 0 week,d i f f i c u l t   t o   s a y .   b u t   p o s s i b l e   w i t h i n   0   w e e k s .   e s p e c i a l l y   i f   U k r a i n e   i s s u e   w i l l   b e   r e s o l v e d .   W e a t h e r   i s   n o t   a   m a j o r   d r i v e r   a n y m o r e   a s   h e   s t o r a g e   i s   m o r e   t h e n   e n o u g h   e v e n   i f   w i n t e r   h i t   h a r d   n e x t   0   w e e k s,0.5
eye sub 1 level,i   a m   e y e i n g   s u b   1   l e v e l s,0
l @ 98-1 sl @ 96-1,L @ . 9 8 -1   S L @ . 9 6 -1,1
add long k 1716,A d d   L o n g   i n   K   a t   1 7 1 6,1
1946,B e l o w   1 . 9 4 6,0
crazyzxx buy 5 @ 1990 sl 1880 tgt 41,C r a z y Z x x   b o u g h t   5   @   1 . 9 9 0   s l   1 . 8 8 0   t g t   4 . 1,1
progcrazy yep am…,T h e   P r o g c r a z y . .   y e p   i   a m …  ,0.5
proghe cool way👍,T h e   P r o g H e   i s !   I n   a   c o o l   w a y 👍,0.5
almost crazy,I   a m   a l m o s t   c r a z y,0.5
4000 target hit,4 . 0 0 0   t a r g e t   h i t,1
maybe stop fall enough get back,M a y b e   T H I S   i s   w h y   i t   s t o p p e d   f a l l i n g .   B u t   w i l l   i t   b e   e n o u g h   t o   g e t   i t   b a c k   u p   ? ! ?,0.5
draw main support,d r a w i n g     t h e   m a i n   s u p p o r t . . .,1
listen dont hope yall add ur short morning,s o m e   l i s t e n   s o m e   d o n t .   H o p e   y a l l   a d d e d   t o   u r   s h o r t s   t h i s   m o r n i n g .  ,0
short morning still hold let see far go,"I   s h o r t e d   f r o m   m o r n i n g ,   s t i l l   h o l d i n g ,   l e t s   s e e   h o w   f a r   s h e   w i l l   g o",0
$ 10 near future,$ 1 . 0   i n   n e a r   f u t u r e .  ,0
1-186,1 . -1 8 6 ?,0
15 tick,1 5   t i c k s,0.5
strong buy,S t r o n g   b u y,1
imho last ( bull lose hope ) push upward month absent actual polar vortex chant enough,"I M H O   T h a t   w a s   i t ,   t h e   l a s t   ( b e c a u s e   b u l l s   w i l l   l o s e   h o p e )   p u s h   u p w a r d   f o r   t h e   m o n t h   a b s e n t   a c t u a l   p o l a r   v o r t e x   b e c a u s e   j u s t   c h a n t i n g   i t   i s   n o t   e n o u g h .",0
free flow till 19,f r e e   f l o w   t i l l   1 . 9,0
candle close 4 's good bull,"I f   t h i s   c a n d l e   c l o s e s   b e l o w   4 ,   t h a t ' s   n o t   g o o d   f o r   b u l l s .  ",0
covered 40-1,C o v e r e d   4 . 0 -1,0
could see u hit 1807,I   c o u l d   s e e   u s   h i t t i n g   1 . 8 0 7,0
bear speak 4 dollar wall make paper ice still call 1 ng winter,t h e   b e a r s   h a v e   s p o k e n   y o u   4   d o l l a r   w a l l   i s   m a d e   o f   p a p e r   n o t   i c e   s t i l l   c a l l i n g   1   n g   f o r   w i n t e r,1
long k 1745,L o n g   K   a t   1 7 4 5,1
long k 1745,L o n g   K   a t   1 7 4 5,1
yet soon,N o t   y e t   . . . s o o n,0.5
lol manipuuuuuulation,L o l .   M a n i p u u u u u u l a t i o n  ,0
buy wall,B u y   w a l l .  ,1
thank natty,t h a n k   y o u   n a t t y . . . .,1
mystery seller 👻,M y s t e r y   s e l l e r   👻,0.5
mytarget jan check post enjoy,m y t a r g e t   f o r   J a n   d o n e   c h e c k   m y   p o s t s   a n d   e n j o y,0.5
might get back greyhound,H e   m i g h t   h a v e   t o   g e t   b a c k   o n   t h e   g r e y h o u n d,0.5
4 come,w i l l   4   c o m i n g  ,1
breack 400 head 19,C a n   w e   b r e a c k   4 . 0 0   a n d   h e a d   t o   1 . 9 ?,1
think buy aroun 1970 - 1990,I   t h i n k   b u y   i s   a t   a r o u n   1 . 9 7 0   -   1 . 9 9 0   .,1
desk 000,N o t   a t   m y   d e s k   b u t   i s   t h a t   t h e   0 0 0   M A,0.5
yes,Y e s .  ,0.5
mean range reference break 000ma,I   m e a n t   n o t   t h e   r a n g e   r e f e r e n c e   b u t   i t   j u s t   b r o k e   0 0 0 M A,0.5
seems -ve close todayblack monday,S e e m s   - v e   c l o s i n g   t o d a y . . . . b l a c k   M o n d a y  ,0
technicals dont tell anything right 'm short fundamental way,T e c h n i c a l s   d o n t   t e l l   a n y t h i n g   r i g h t   n o w .   I ' m   s h o r t i n g   f o r   f u n d a m e n t a l s   a l l   t h e   w a y   d o w n .,0
try find cash price,t r y i n g   t o   f i n d   c a s h   p r i c e,0.5
back -1d 000ma look like 's try fill gap,"b a c k   u n d e r   -1 D   0 0 0 M A ,   l o o k s   l i k e   i t ' s   t r y i n g   t o   f i l l   t h a t   g a p .",0
waterfall 4,w a t e r f a l l   b e l o w   4,0
look like gona close gap soon,l o o k s   l i k e   g o n a   c l o s e   t h e   g a p   s o o n,0
4 test,4   t e s t i n g  ,0
l @ 016 sl @ 0-1-1,L @ . 0 1 6 .   S L @ .   0 -1 -1,0
andy tan good man least get,"A n d y   T a n   G o o d   m a n ,   a t   l e a s t   y o u   g o t   o u t",0.5
rob wakefield thanks get ta know cut loss learned hard way,"R o b   W a k e f i e l d   T h a n k s ,   g o t t a   k n o w   w h e n   t o   c u t   l o s s e s .   L e a r n e d   t h e   h a r d   w a y .",0
andy tan true 've many time,"A n d y   T a n   T r u e ,   i ' v e   d o n e   i t   m a n y   t i m e s   b e f o r e   m y s e l f",0.5
break gon na get ugly,i t   b r o k e   t h i s   i s   g o n n a   g e t   u g l y,0.5
wait jackhammer show attempt long,"W a i t   f o r   j a c k h a m m e r   t o   s h o w ,   a n d   t h e n   a t t e m p t   a   l o n g .  ",1
thank nattyyour kind - ) bring,t h a n k   y o u   n a t t y . . y o u r   s o   k i n d   : - )   b r i n g   i t   d o w n,0
pierce dive,"I f   i t   p i e r c e s ,   d i v e . . .",0
kold thing green market massacre,K O L D   o n l y   t h i n g   g r e e n   f o r   m e   i n   t h i s   m a r k e t   m a s s a c r e,0
bought back k short 1759 fr 1784,B o u g h t   b a c k   K   s h o r t s   a t   1 7 5 9   f r .   1 7 8 4,0
4hrrsi overbought stock show sell signalwill see - ) good luck,u n d e r   4 h r . . . R S I   o v e r b o u g h t   a n   s t o c k   s h o w   s e l l   s i g n a l . . w i l l   s e e   : - )   G o o d   l u c k,0
lose 10 % -10 daysjust ask mike bkold dec 10 -1105 kold jan -10-1050,"H o w   t o   l o s e   1 0 %   i n   -1 0   d a y s . . J u s t   a s k   M i k e   B K o l d   D e c   1 0 , . . . .   -1 1 . 0 5   . . . K o l d   J a n   -1 0 , . . . -1 0 . 5 0",1
fair see post kold -10 could still positive territory say maybe start position long,"t o   b e   f a i r ,   i   h a v e   s e e n   h i m   p o s t i n g   a b o u t   K o l d   w h e n   i t   w a s   u n d e r   -1 0 ,   s o   h e   c o u l d   s t i l l   b e   i n   t h e   p o s i t i v e   t e r r i t o r y .   t h a t   b e i n g   s a i d ,   m a y b e   h e   s t a r t e d   h i s   p o s i t i o n   l o n g   b e f o r e   t h a t .",0.5
crude sell 5805-40,c r u d e   s e l l   5 8 0 5 - 4 0,0.5
thanks mike,"T h a n k s ,   M i k e .  ",0.5
natty 4-15ish pre kold $ 980- $ 998 easily see late last week simply look -10--14 day weather forecast post time n't pick kold scalp miss huge monster scalp winner natty possibly 4 close today see 180 wednesday east coast & amp ; mid west warm late january cold weather dip feb/march big natty price dive & amp ; kold boomage,"W h e n   N a t t y   w a s   4 . -1 5 i s h   i n   p r e   K O L D   w a s   d o w n   t o   $ 9 . 8 0 - $ 9 . 9 8 .   T h i s   w a s   e a s i l y   s e e n   l a t e   l a s t   w e e k   s i m p l y   b y   l o o k i n g   a t   t h e   -1 0 - -1 4   d a y   w e a t h e r   f o r e c a s t s   I   p o s t e d   a   f e w   t i m e s . 
   I f   y o u   d i d n ' t   p i c k   u p   a   K O L D   s c a l p   y o u   m i s s e d   a   H U G E   m o n s t e r   s c a l p   w i n n e r . 
 N a t t y   p o s s i b l y   u n d e r   4   b y   c l o s e   t o d a y   b u t   w i l l   s e e   1 . 8 0   b y   W e d n e s d a y   w h e n   t h e   E a s t   c o a s t   & a m p ;   m i d   w e s t   w a r m   u p   a g a i n . . .   T h e n   u p   s o m e   l a t e r   i n   J a n u a r y   w h e n   c o l d   w e a t h e r   d i p s   a g a i n .   T h e n   F e b / M a r c h   f o r   t h e   b i g   N a t t y   p r i c e   d i v e   & a m p ;   K O L D   b o o m a g e   o n c e   a g a i n .",0.5
certainly forget imnho think effect movement kold kold move natty,C e r t a i n l y   n o t   f o r g e t t i n g .   i m N h o   d o   n o t   t h i n k   i t   w i l l   e f f e c t   t h e   m o v e m e n t   o f   K O L D   a t   a l l .   K O L D   w i l l   m o v e   o f f   N a t t y   o n l y .,0
like post,L i k e   y o u r   p o s t,0.5
bad n't open morning dump 400 already 4-10 market open,T o o   b a d   i t   d i d n ' t   o p e n   t h i s   m o r n i n g   b e f o r e   t h e   d u m p   f r o m   4 . 0 0 .   I t   w a s   a l r e a d y   d o w n   t o   4 . -1 0   a t   m a r k e t   o p e n .,1
hope 4 hr chart work 40-1 possible,I   h o p e   4   h r   c h a r t s   w o r k i n g   . . . 4 . 0 -1   p o s s i b l e,0.5
anticipate retest -1d 000ma 4 % drop quickly break n't great news,h a d   a n t i c i p a t e d   r e t e s t   o f   t h e   -1 D   0 0 0 M A   b u t   a   4 %   d r o p   s o   q u i c k l y   a f t e r   a   b r e a k i n g   a b o v e   i s n ' t   a   g r e a t   n e w s .  ,0
